59,49,M,educator,08403,49_educator
60,50,M,healthcare,06472,50_healthcare
61,36,M,engineer,30040,36_engineer
62,27,F,administrator,97214,27_administrator
63,31,M,marketing,75240,31_marketing
64,32,M,educator,43202,32_educator
65,51,F,educator,48118,51_educator
66,23,M,student,80521,23_student
67,17,M,student,60402,17_student
68,19,M,student,22904,19_student
69,24,M,engineer,55337,24_engineer
70,27,M,engineer,60067,27_engineer
71,39,M,scientist,98034,39_scientist
72,48,F,administrator,73034,48_administrator
73,24,M,student,41850,24_student
74,39,M,scientist,T8H1N,39_scientist
75,24,M,entertainment,08816,24_entertainment
76,20,M,student,02215,20_student
77,30,M,technician,29379,30_technician
78,26,M,administrator,61801,26_administrator
79,39,F,administrator,03755,39_administrator
80,34,F,administrator,52241,34_administrator
81,21,M,student,21218,21_student
82,50,M,programmer,22902,50_programmer
83,40,M,other,44133,40_other
84,32,M,executive,55369,32_executive
85,51,M,educator,20003,51_educator
86,26,M,administrator,46005,26_administrator
87,47,M,administrator,89503,47_administrator
88,49,F,librarian,11701,49_librarian
89,43,F,administrator,68106,43_administrator
90,60,M,educator,78155,60_educator
91,55,M,marketing,01913,55_marketing
92,32,M,entertainment,80525,32_entertainment
93,48,M,executive,23112,48_executive
94,26,M,student,71457,26_student
95,31,M,administrator,10707,31_administrator
96,25,F,artist,75206,25_artist
97,43,M,artist,98006,43_artist
98,49,F,executive,90291,49_executive
99,20,M,student,63129,20_student
100,36,M,executive,90254,36_executive
101,15,M,student,05146,15_student
102,38,M,programmer,30220,38_programmer
103,26,M,student,55108,26_student
104,27,M,student,55108,27_student
105,24,M,engineer,94043,24_engineer
106,61,M,retired,55125,61_retired
107,39,M,scientist,60466,39_scientist
108,44,M,educator,63130,44_educator
109,29,M,other,55423,29_other
110,19,M,student,77840,19_student
111,57,M,engineer,90630,57_engineer
112,30,M,salesman,60613,30_salesman
113,47,M,executive,95032,47_executive
114,27,M,programmer,75013,27_programmer
115,31,M,engineer,17110,31_engineer
116,40,M,healthcare,97232,40_healthcare
117,20,M,student,16125,20_student
118,21,M,administrator,90210,21_administrator
119,32,M,programmer,67401,32_programmer
120,47,F,other,06260,47_other
121,54,M,librarian,99603,54_librarian
122,32,F,writer,22206,32_writer
123,48,F,artist,20008,48_artist
124,34,M,student,60615,34_student
125,30,M,lawyer,22202,30_lawyer
126,28,F,lawyer,20015,28_lawyer
127,33,M,none,73439,33_none
128,24,F,marketing,20009,24_marketing
129,36,F,marketing,07039,36_marketing
130,20,M,none,60115,20_none
131,59,F,administrator,15237,59_administrator
132,24,M,other,94612,24_other
133,53,M,engineer,78602,53_engineer
134,31,M,programmer,80236,31_programmer
135,23,M,student,38401,23_student
136,51,M,other,97365,51_other
137,50,M,educator,84408,50_educator
138,46,M,doctor,53211,46_doctor
139,20,M,student,08904,20_student
140,30,F,student,32250,30_student
141,49,M,programmer,36117,49_programmer
142,13,M,other,48118,13_other
143,42,M,technician,08832,42_technician
144,53,M,programmer,20910,53_programmer
145,31,M,entertainment,V3N4P,31_entertainment
146,45,M,artist,83814,45_artist
147,40,F,librarian,02143,40_librarian
148,33,M,engineer,97006,33_engineer
149,35,F,marketing,17325,35_marketing
150,20,F,artist,02139,20_artist
151,38,F,administrator,48103,38_administrator
152,33,F,educator,68767,33_educator
153,25,M,student,60641,25_student
154,25,M,student,53703,25_student
155,32,F,other,11217,32_other
156,25,M,educator,08360,25_educator
157,57,M,engineer,70808,57_engineer
158,50,M,educator,27606,50_educator
159,23,F,student,55346,23_student
160,27,M,programmer,66215,27_programmer
161,50,M,lawyer,55104,50_lawyer
162,25,M,artist,15610,25_artist
163,49,M,administrator,97212,49_administrator
164,47,M,healthcare,80123,47_healthcare
165,20,F,other,53715,20_other
166,47,M,educator,55113,47_educator
167,37,M,other,L9G2B,37_other
168,48,M,other,80127,48_other
169,52,F,other,53705,52_other
170,53,F,healthcare,30067,53_healthcare
171,48,F,educator,78750,48_educator
172,55,M,marketing,22207,55_marketing
173,56,M,other,22306,56_other
174,30,F,administrator,52302,30_administrator
175,26,F,scientist,21911,26_scientist
176,28,M,scientist,07030,28_scientist
177,20,M,programmer,19104,20_programmer
178,26,M,other,49512,26_other
179,15,M,entertainment,20755,15_entertainment
180,22,F,administrator,60202,22_administrator
181,26,M,executive,21218,26_executive
182,36,M,programmer,33884,36_programmer
183,33,M,scientist,27708,33_scientist
184,37,M,librarian,76013,37_librarian
185,53,F,librarian,97403,53_librarian
186,39,F,executive,00000,39_executive
187,26,M,educator,16801,26_educator
188,42,M,student,29440,42_student
189,32,M,artist,95014,32_artist
190,30,M,administrator,95938,30_administrator
191,33,M,administrator,95161,33_administrator
192,42,M,educator,90840,42_educator
193,29,M,student,49931,29_student
194,38,M,administrator,02154,38_administrator
195,42,M,scientist,93555,42_scientist
196,49,M,writer,55105,49_writer
197,55,M,technician,75094,55_technician
198,21,F,student,55414,21_student
199,30,M,writer,17604,30_writer
200,40,M,programmer,93402,40_programmer
201,27,M,writer,E2A4H,27_writer
202,41,F,educator,60201,41_educator
203,25,F,student,32301,25_student
204,52,F,librarian,10960,52_librarian
205,47,M,lawyer,06371,47_lawyer
206,14,F,student,53115,14_student
207,39,M,marketing,92037,39_marketing
208,43,M,engineer,01720,43_engineer
209,33,F,educator,85710,33_educator
210,39,M,engineer,03060,39_engineer
211,66,M,salesman,32605,66_salesman
212,49,F,educator,61401,49_educator
213,33,M,executive,55345,33_executive
214,26,F,librarian,11231,26_librarian
215,35,M,programmer,63033,35_programmer
216,22,M,engineer,02215,22_engineer
217,22,M,other,11727,22_other
218,37,M,administrator,06513,37_administrator
219,32,M,programmer,43212,32_programmer
220,30,M,librarian,78205,30_librarian
221,19,M,student,20685,19_student
222,29,M,programmer,27502,29_programmer
223,19,F,student,47906,19_student
224,31,F,educator,43512,31_educator
225,51,F,administrator,58202,51_administrator
226,28,M,student,92103,28_student
227,46,M,executive,60659,46_executive
228,21,F,student,22003,21_student
229,29,F,librarian,22903,29_librarian
230,28,F,student,14476,28_student
231,48,M,librarian,01080,48_librarian
232,45,M,scientist,99709,45_scientist
233,38,M,engineer,98682,38_engineer
234,60,M,retired,94702,60_retired
235,37,M,educator,22973,37_educator
236,44,F,writer,53214,44_writer
237,49,M,administrator,63146,49_administrator
238,42,F,administrator,44124,42_administrator
239,39,M,artist,95628,39_artist
240,23,F,educator,20784,23_educator
241,26,F,student,20001,26_student
242,33,M,educator,31404,33_educator
243,33,M,educator,60201,33_educator
244,28,M,technician,80525,28_technician
245,22,M,student,55109,22_student
246,19,M,student,28734,19_student
247,28,M,engineer,20770,28_engineer
248,25,M,student,37235,25_student
249,25,M,student,84103,25_student
250,29,M,executive,95110,29_executive
251,28,M,doctor,85032,28_doctor
252,42,M,engineer,07733,42_engineer
253,26,F,librarian,22903,26_librarian
254,44,M,educator,42647,44_educator
255,23,M,entertainment,07029,23_entertainment
256,35,F,none,39042,35_none
257,17,M,student,77005,17_student
258,19,F,student,77801,19_student
259,21,M,student,48823,21_student
260,40,F,artist,89801,40_artist
261,28,M,administrator,85202,28_administrator
262,19,F,student,78264,19_student
263,41,M,programmer,55346,41_programmer
264,36,F,writer,90064,36_writer
265,26,M,executive,84601,26_executive
266,62,F,administrator,78756,62_administrator
267,23,M,engineer,83716,23_engineer
268,24,M,engineer,19422,24_engineer
269,31,F,librarian,43201,31_librarian
270,18,F,student,63119,18_student
271,51,M,engineer,22932,51_engineer
272,33,M,scientist,53706,33_scientist
273,50,F,other,10016,50_other
274,20,F,student,55414,20_student
275,38,M,engineer,92064,38_engineer
276,21,M,student,95064,21_student
277,35,F,administrator,55406,35_administrator
278,37,F,librarian,30033,37_librarian
279,33,M,programmer,85251,33_programmer
280,30,F,librarian,22903,30_librarian
281,15,F,student,06059,15_student
282,22,M,administrator,20057,22_administrator
283,28,M,programmer,55305,28_programmer
284,40,M,executive,92629,40_executive
285,25,M,programmer,53713,25_programmer
286,27,M,student,15217,27_student
287,21,M,salesman,31211,21_salesman
288,34,M,marketing,23226,34_marketing
289,11,M,none,94619,11_none
290,40,M,engineer,93550,40_engineer
291,19,M,student,44106,19_student
292,35,F,programmer,94703,35_programmer
293,24,M,writer,60804,24_writer
294,34,M,technician,92110,34_technician
295,31,M,educator,50325,31_educator
296,43,F,administrator,16803,43_administrator
297,29,F,educator,98103,29_educator
298,44,M,executive,01581,44_executive
299,29,M,doctor,63108,29_doctor
300,26,F,programmer,55106,26_programmer
301,24,M,student,55439,24_student
302,42,M,educator,77904,42_educator
303,19,M,student,14853,19_student
304,22,F,student,71701,22_student
305,23,M,programmer,94086,23_programmer
306,45,M,other,73132,45_other
307,25,M,student,55454,25_student
308,60,M,retired,95076,60_retired
309,40,M,scientist,70802,40_scientist
310,37,M,educator,91711,37_educator
311,32,M,technician,73071,32_technician
312,48,M,other,02110,48_other
313,41,M,marketing,60035,41_marketing
314,20,F,student,08043,20_student
315,31,M,educator,18301,31_educator
316,43,F,other,77009,43_other
317,22,M,administrator,13210,22_administrator
318,65,M,retired,06518,65_retired
319,38,M,programmer,22030,38_programmer
320,19,M,student,24060,19_student
321,49,F,educator,55413,49_educator
322,20,M,student,50613,20_student
323,21,M,student,19149,21_student
324,21,F,student,02176,21_student
325,48,M,technician,02139,48_technician
326,41,M,administrator,15235,41_administrator
327,22,M,student,11101,22_student
328,51,M,administrator,06779,51_administrator
329,48,M,educator,01720,48_educator
330,35,F,educator,33884,35_educator
331,33,M,entertainment,91344,33_entertainment
332,20,M,student,40504,20_student
333,47,M,other,V0R2M,47_other
334,32,M,librarian,30002,32_librarian
335,45,M,executive,33775,45_executive
336,23,M,salesman,42101,23_salesman
337,37,M,scientist,10522,37_scientist
338,39,F,librarian,59717,39_librarian
339,35,M,lawyer,37901,35_lawyer
340,46,M,engineer,80123,46_engineer
341,17,F,student,44405,17_student
342,25,F,other,98006,25_other
343,43,M,engineer,30093,43_engineer
344,30,F,librarian,94117,30_librarian
345,28,F,librarian,94143,28_librarian
346,34,M,other,76059,34_other
347,18,M,student,90210,18_student
348,24,F,student,45660,24_student
349,68,M,retired,61455,68_retired
350,32,M,student,97301,32_student
351,61,M,educator,49938,61_educator
352,37,F,programmer,55105,37_programmer
353,25,M,scientist,28480,25_scientist
354,29,F,librarian,48197,29_librarian
355,25,M,student,60135,25_student
356,32,F,homemaker,92688,32_homemaker
357,26,M,executive,98133,26_executive
358,40,M,educator,10022,40_educator
359,22,M,student,61801,22_student
360,51,M,other,98027,51_other
361,22,M,student,44074,22_student
362,35,F,homemaker,85233,35_homemaker
363,20,M,student,87501,20_student
364,63,M,engineer,01810,63_engineer
365,29,M,lawyer,20009,29_lawyer
366,20,F,student,50670,20_student
367,17,M,student,37411,17_student
368,18,M,student,92113,18_student
369,24,M,student,91335,24_student
370,52,M,writer,08534,52_writer
371,36,M,engineer,99206,36_engineer
372,25,F,student,66046,25_student
373,24,F,other,55116,24_other
374,36,M,executive,78746,36_executive
375,17,M,entertainment,37777,17_entertainment
376,28,F,other,10010,28_other
377,22,M,student,18015,22_student
378,35,M,student,02859,35_student
379,44,M,programmer,98117,44_programmer
380,32,M,engineer,55117,32_engineer
381,33,M,artist,94608,33_artist
382,45,M,engineer,01824,45_engineer
383,42,M,administrator,75204,42_administrator
384,52,M,programmer,45218,52_programmer
385,36,M,writer,10003,36_writer
386,36,M,salesman,43221,36_salesman
387,33,M,entertainment,37412,33_entertainment
388,31,M,other,36106,31_other
389,44,F,writer,83702,44_writer
390,42,F,writer,85016,42_writer
391,23,M,student,84604,23_student
392,52,M,writer,59801,52_writer
393,19,M,student,83686,19_student
394,25,M,administrator,96819,25_administrator
395,43,M,other,44092,43_other
396,57,M,engineer,94551,57_engineer
397,17,M,student,27514,17_student
398,40,M,other,60008,40_other
399,25,M,other,92374,25_other
400,33,F,administrator,78213,33_administrator
401,46,F,healthcare,84107,46_healthcare
402,30,M,engineer,95129,30_engineer
403,37,M,other,06811,37_other
404,29,F,programmer,55108,29_programmer
405,22,F,healthcare,10019,22_healthcare
406,52,M,educator,93109,52_educator
407,29,M,engineer,03261,29_engineer
408,23,M,student,61755,23_student
409,48,M,administrator,98225,48_administrator
410,30,F,artist,94025,30_artist
411,34,M,educator,44691,34_educator
412,25,M,educator,15222,25_educator
413,55,M,educator,78212,55_educator
414,24,M,programmer,38115,24_programmer
415,39,M,educator,85711,39_educator
416,20,F,student,92626,20_student
417,27,F,other,48103,27_other
418,55,F,none,21206,55_none
419,37,M,lawyer,43215,37_lawyer
420,53,M,educator,02140,53_educator
421,38,F,programmer,55105,38_programmer
422,26,M,entertainment,94533,26_entertainment
423,64,M,other,91606,64_other
424,36,F,marketing,55422,36_marketing
425,19,M,student,58644,19_student
426,55,M,educator,01602,55_educator
427,51,M,doctor,85258,51_doctor
428,28,M,student,55414,28_student
429,27,M,student,29205,27_student
430,38,M,scientist,98199,38_scientist
431,24,M,marketing,92629,24_marketing
432,22,M,entertainment,50311,22_entertainment
433,27,M,artist,11211,27_artist
434,16,F,student,49705,16_student
435,24,M,engineer,60007,24_engineer
436,30,F,administrator,17345,30_administrator
437,27,F,other,20009,27_other
438,51,F,administrator,43204,51_administrator
439,23,F,administrator,20817,23_administrator
440,30,M,other,48076,30_other
441,50,M,technician,55013,50_technician
442,22,M,student,85282,22_student
443,35,M,salesman,33308,35_salesman
444,51,F,lawyer,53202,51_lawyer
445,21,M,writer,92653,21_writer
446,57,M,educator,60201,57_educator
447,30,M,administrator,55113,30_administrator
448,23,M,entertainment,10021,23_entertainment
449,23,M,librarian,55021,23_librarian
450,35,F,educator,11758,35_educator
451,16,M,student,48446,16_student
452,35,M,administrator,28018,35_administrator
453,18,M,student,06333,18_student
454,57,M,other,97330,57_other
455,48,M,administrator,83709,48_administrator
456,24,M,technician,31820,24_technician
457,33,F,salesman,30011,33_salesman
458,47,M,technician,Y1A6B,47_technician
459,22,M,student,29201,22_student
460,44,F,other,60630,44_other
461,15,M,student,98102,15_student
462,19,F,student,02918,19_student
463,48,F,healthcare,75218,48_healthcare
464,60,M,writer,94583,60_writer
465,32,M,other,05001,32_other
466,22,M,student,90804,22_student
467,29,M,engineer,91201,29_engineer
468,28,M,engineer,02341,28_engineer
469,60,M,educator,78628,60_educator
470,24,M,programmer,10021,24_programmer
471,10,M,student,77459,10_student
472,24,M,student,87544,24_student
473,29,M,student,94708,29_student
474,51,M,executive,93711,51_executive
475,30,M,programmer,75230,30_programmer
476,28,M,student,60440,28_student
477,23,F,student,02125,23_student
478,29,M,other,10019,29_other
479,30,M,educator,55409,30_educator
480,57,M,retired,98257,57_retired
481,73,M,retired,37771,73_retired
482,18,F,student,40256,18_student
483,29,M,scientist,43212,29_scientist
484,27,M,student,21208,27_student
485,44,F,educator,95821,44_educator
486,39,M,educator,93101,39_educator
487,22,M,engineer,92121,22_engineer
488,48,M,technician,21012,48_technician
489,55,M,other,45218,55_other
490,29,F,artist,V5A2B,29_artist
491,43,F,writer,53711,43_writer
492,57,M,educator,94618,57_educator
493,22,M,engineer,60090,22_engineer
494,38,F,administrator,49428,38_administrator
495,29,M,engineer,03052,29_engineer
496,21,F,student,55414,21_student
497,20,M,student,50112,20_student
498,26,M,writer,55408,26_writer
499,42,M,programmer,75006,42_programmer
500,28,M,administrator,94305,28_administrator
501,22,M,student,10025,22_student
502,22,M,student,23092,22_student
503,50,F,writer,27514,50_writer
504,40,F,writer,92115,40_writer
505,27,F,other,20657,27_other
506,46,M,programmer,03869,46_programmer
507,18,F,writer,28450,18_writer
508,27,M,marketing,19382,27_marketing
509,23,M,administrator,10011,23_administrator
510,34,M,other,98038,34_other
511,22,M,student,21250,22_student
512,29,M,other,20090,29_other
513,43,M,administrator,26241,43_administrator
514,27,M,programmer,20707,27_programmer
515,53,M,marketing,49508,53_marketing
516,53,F,librarian,10021,53_librarian
517,24,M,student,55454,24_student
518,49,F,writer,99709,49_writer
519,22,M,other,55320,22_other
520,62,M,healthcare,12603,62_healthcare
521,19,M,student,02146,19_student
522,36,M,engineer,55443,36_engineer
523,50,F,administrator,04102,50_administrator
524,56,M,educator,02159,56_educator
525,27,F,administrator,19711,27_administrator
526,30,M,marketing,97124,30_marketing
527,33,M,librarian,12180,33_librarian
528,18,M,student,55104,18_student
529,47,F,administrator,44224,47_administrator
530,29,M,engineer,94040,29_engineer
531,30,F,salesman,97408,30_salesman
532,20,M,student,92705,20_student
533,43,M,librarian,02324,43_librarian
534,20,M,student,05464,20_student
535,45,F,educator,80302,45_educator
536,38,M,engineer,30078,38_engineer
537,36,M,engineer,22902,36_engineer
538,31,M,scientist,21010,31_scientist
539,53,F,administrator,80303,53_administrator
540,28,M,engineer,91201,28_engineer
541,19,F,student,84302,19_student
542,21,M,student,60515,21_student
543,33,M,scientist,95123,33_scientist
544,44,F,other,29464,44_other
545,27,M,technician,08052,27_technician
546,36,M,executive,22911,36_executive
547,50,M,educator,14534,50_educator
548,51,M,writer,95468,51_writer
549,42,M,scientist,45680,42_scientist
550,16,F,student,95453,16_student
551,25,M,programmer,55414,25_programmer
552,45,M,other,68147,45_other
553,58,M,educator,62901,58_educator
554,32,M,scientist,62901,32_scientist
555,29,F,educator,23227,29_educator
556,35,F,educator,30606,35_educator
557,30,F,writer,11217,30_writer
558,56,F,writer,63132,56_writer
559,69,M,executive,10022,69_executive
560,32,M,student,10003,32_student
561,23,M,engineer,60005,23_engineer
562,54,F,administrator,20879,54_administrator
563,39,F,librarian,32707,39_librarian
564,65,M,retired,94591,65_retired
565,40,M,student,55422,40_student
566,20,M,student,14627,20_student
567,24,M,entertainment,10003,24_entertainment
568,39,M,educator,01915,39_educator
569,34,M,educator,91903,34_educator
570,26,M,educator,14627,26_educator
571,34,M,artist,01945,34_artist
572,51,M,educator,20003,51_educator
573,68,M,retired,48911,68_retired
574,56,M,educator,53188,56_educator
575,33,M,marketing,46032,33_marketing
576,48,M,executive,98281,48_executive
577,36,F,student,77845,36_student
578,31,M,administrator,M7A1A,31_administrator
579,32,M,educator,48103,32_educator
580,16,M,student,17961,16_student
581,37,M,other,94131,37_other
582,17,M,student,93003,17_student
583,44,M,engineer,29631,44_engineer
584,25,M,student,27511,25_student
585,69,M,librarian,98501,69_librarian
586,20,M,student,79508,20_student
587,26,M,other,14216,26_other
588,18,F,student,93063,18_student
589,21,M,lawyer,90034,21_lawyer
590,50,M,educator,82435,50_educator
591,57,F,librarian,92093,57_librarian
592,18,M,student,97520,18_student
593,31,F,educator,68767,31_educator
594,46,M,educator,M4J2K,46_educator
595,25,M,programmer,31909,25_programmer
596,20,M,artist,77073,20_artist
597,23,M,other,84116,23_other
598,40,F,marketing,43085,40_marketing
599,22,F,student,R3T5K,22_student
600,34,M,programmer,02320,34_programmer
601,19,F,artist,99687,19_artist
602,47,F,other,34656,47_other
603,21,M,programmer,47905,21_programmer
604,39,M,educator,11787,39_educator
605,33,M,engineer,33716,33_engineer
606,28,M,programmer,63044,28_programmer
607,49,F,healthcare,02154,49_healthcare
608,22,M,other,10003,22_other
609,13,F,student,55106,13_student
610,22,M,student,21227,22_student
611,46,M,librarian,77008,46_librarian
612,36,M,educator,79070,36_educator
613,37,F,marketing,29678,37_marketing
614,54,M,educator,80227,54_educator
615,38,M,educator,27705,38_educator
616,55,M,scientist,50613,55_scientist
617,27,F,writer,11201,27_writer
618,15,F,student,44212,15_student
619,17,M,student,44134,17_student
620,18,F,writer,81648,18_writer
621,17,M,student,60402,17_student
622,25,M,programmer,14850,25_programmer
623,50,F,educator,60187,50_educator
624,19,M,student,30067,19_student
625,27,M,programmer,20723,27_programmer
626,23,M,scientist,19807,23_scientist
627,24,M,engineer,08034,24_engineer
628,13,M,none,94306,13_none
629,46,F,other,44224,46_other
630,26,F,healthcare,55408,26_healthcare
631,18,F,student,38866,18_student
632,18,M,student,55454,18_student
633,35,M,programmer,55414,35_programmer
634,39,M,engineer,T8H1N,39_engineer
635,22,M,other,23237,22_other
636,47,M,educator,48043,47_educator
637,30,M,other,74101,30_other
638,45,M,engineer,01940,45_engineer
639,42,F,librarian,12065,42_librarian
640,20,M,student,61801,20_student
641,24,M,student,60626,24_student
642,18,F,student,95521,18_student
643,39,M,scientist,55122,39_scientist
644,51,M,retired,63645,51_retired
645,27,M,programmer,53211,27_programmer
646,17,F,student,51250,17_student
647,40,M,educator,45810,40_educator
648,43,M,engineer,91351,43_engineer
649,20,M,student,39762,20_student
650,42,M,engineer,83814,42_engineer
651,65,M,retired,02903,65_retired
652,35,M,other,22911,35_other
653,31,M,executive,55105,31_executive
654,27,F,student,78739,27_student
655,50,F,healthcare,60657,50_healthcare
656,48,M,educator,10314,48_educator
657,26,F,none,78704,26_none
658,33,M,programmer,92626,33_programmer
659,31,M,educator,54248,31_educator
660,26,M,student,77380,26_student
661,28,M,programmer,98121,28_programmer
662,55,M,librarian,19102,55_librarian
663,26,M,other,19341,26_other
664,30,M,engineer,94115,30_engineer
665,25,M,administrator,55412,25_administrator
666,44,M,administrator,61820,44_administrator
667,35,M,librarian,01970,35_librarian
668,29,F,writer,10016,29_writer
669,37,M,other,20009,37_other
670,30,M,technician,21114,30_technician
671,21,M,programmer,91919,21_programmer
672,54,F,administrator,90095,54_administrator
673,51,M,educator,22906,51_educator
674,13,F,student,55337,13_student
675,34,M,other,28814,34_other
676,30,M,programmer,32712,30_programmer
677,20,M,other,99835,20_other
678,50,M,educator,61462,50_educator
679,20,F,student,54302,20_student
680,33,M,lawyer,90405,33_lawyer
681,44,F,marketing,97208,44_marketing
682,23,M,programmer,55128,23_programmer
683,42,M,librarian,23509,42_librarian
684,28,M,student,55414,28_student
685,32,F,librarian,55409,32_librarian
686,32,M,educator,26506,32_educator
687,31,F,healthcare,27713,31_healthcare
688,37,F,administrator,60476,37_administrator
689,25,M,other,45439,25_other
690,35,M,salesman,63304,35_salesman
691,34,M,educator,60089,34_educator
692,34,M,engineer,18053,34_engineer
693,43,F,healthcare,85210,43_healthcare
694,60,M,programmer,06365,60_programmer
695,26,M,writer,38115,26_writer
696,55,M,other,94920,55_other
697,25,M,other,77042,25_other
698,28,F,programmer,06906,28_programmer
699,44,M,other,96754,44_other
700,17,M,student,76309,17_student
701,51,F,librarian,56321,51_librarian
702,37,M,other,89104,37_other
703,26,M,educator,49512,26_educator
704,51,F,librarian,91105,51_librarian
705,21,F,student,54494,21_student
706,23,M,student,55454,23_student
707,56,F,librarian,19146,56_librarian
708,26,F,homemaker,96349,26_homemaker
709,21,M,other,N4T1A,21_other
710,19,M,student,92020,19_student
711,22,F,student,15203,22_student
712,22,F,student,54901,22_student
713,42,F,other,07204,42_other
714,26,M,engineer,55343,26_engineer
715,21,M,technician,91206,21_technician
716,36,F,administrator,44265,36_administrator
717,24,M,technician,84105,24_technician
718,42,M,technician,64118,42_technician
719,37,F,other,V0R2H,37_other
720,49,F,administrator,16506,49_administrator
721,24,F,entertainment,11238,24_entertainment
722,50,F,homemaker,17331,50_homemaker
723,26,M,executive,94403,26_executive
724,31,M,executive,40243,31_executive
725,21,M,student,91711,21_student
726,25,F,administrator,80538,25_administrator
727,25,M,student,78741,25_student
728,58,M,executive,94306,58_executive
729,19,M,student,56567,19_student
730,31,F,scientist,32114,31_scientist
731,41,F,educator,70403,41_educator
732,28,F,other,98405,28_other
733,44,F,other,60630,44_other
734,25,F,other,63108,25_other
735,29,F,healthcare,85719,29_healthcare
736,48,F,writer,94618,48_writer
737,30,M,programmer,98072,30_programmer
738,35,M,technician,95403,35_technician
739,35,M,technician,73162,35_technician
740,25,F,educator,22206,25_educator
741,25,M,writer,63108,25_writer
742,35,M,student,29210,35_student
743,31,M,programmer,92660,31_programmer
744,35,M,marketing,47024,35_marketing
745,42,M,writer,55113,42_writer
746,25,M,engineer,19047,25_engineer
747,19,M,other,93612,19_other
748,28,M,administrator,94720,28_administrator
749,33,M,other,80919,33_other
750,28,M,administrator,32303,28_administrator
751,24,F,other,90034,24_other
752,60,M,retired,21201,60_retired
753,56,M,salesman,91206,56_salesman
754,59,F,librarian,62901,59_librarian
755,44,F,educator,97007,44_educator
756,30,F,none,90247,30_none
757,26,M,student,55104,26_student
758,27,M,student,53706,27_student
759,20,F,student,68503,20_student
760,35,F,other,14211,35_other
761,17,M,student,97302,17_student
762,32,M,administrator,95050,32_administrator
763,27,M,scientist,02113,27_scientist
764,27,F,educator,62903,27_educator
765,31,M,student,33066,31_student
766,42,M,other,10960,42_other
767,70,M,engineer,00000,70_engineer
768,29,M,administrator,12866,29_administrator
769,39,M,executive,06927,39_executive
770,28,M,student,14216,28_student
771,26,M,student,15232,26_student
772,50,M,writer,27105,50_writer
773,20,M,student,55414,20_student
774,30,M,student,80027,30_student
775,46,M,executive,90036,46_executive
776,30,M,librarian,51157,30_librarian
777,63,M,programmer,01810,63_programmer
778,34,M,student,01960,34_student
779,31,M,student,K7L5J,31_student
780,49,M,programmer,94560,49_programmer
781,20,M,student,48825,20_student
782,21,F,artist,33205,21_artist
783,30,M,marketing,77081,30_marketing
784,47,M,administrator,91040,47_administrator
785,32,M,engineer,23322,32_engineer
786,36,F,engineer,01754,36_engineer
787,18,F,student,98620,18_student
788,51,M,administrator,05779,51_administrator
789,29,M,other,55420,29_other
790,27,M,technician,80913,27_technician
791,31,M,educator,20064,31_educator
792,40,M,programmer,12205,40_programmer
793,22,M,student,85281,22_student
794,32,M,educator,57197,32_educator
795,30,M,programmer,08610,30_programmer
796,32,F,writer,33755,32_writer
797,44,F,other,62522,44_other
798,40,F,writer,64131,40_writer
799,49,F,administrator,19716,49_administrator
800,25,M,programmer,55337,25_programmer
801,22,M,writer,92154,22_writer
802,35,M,administrator,34105,35_administrator
803,70,M,administrator,78212,70_administrator
804,39,M,educator,61820,39_educator
805,27,F,other,20009,27_other
806,27,M,marketing,11217,27_marketing
